フォルダ名,科目コード,科目名,対象学年,クラスコード,講義室,開講学期,曜日・時限,単位区分,単位数
工学部,V2033000,職業指導,4年,X1,Ｇ１５１,後期,木Ⅲ,選択,2
工学部,V2038000,工学基礎数理,2年・3年・4年,再履１,Ｇ２３１０,前期,火Ⅴ,選択,2
工学部,V2039000,微分積分２及び演習,1年,11,Ｇ１５２,後期,木Ⅰ・木Ⅱ,選択,3
工学部,V2039000,微分積分２及び演習,1年・2年・3年・4年,21,Ｇ３５０４,後期,木Ⅰ・木Ⅱ,選択,3
工学部,V2039000,微分積分２及び演習,2年・3年・4年,再履１,Ｇ２２０８,前期,木Ⅴ・木Ⅵ,選択,3
工学部,V2040000,微分方程式,2年・3年・4年,11,Ｇ１５１,前期,水Ⅳ,選択,2
工学部,V2040000,微分方程式,2年・3年・4年,21,Ｇ１５２,前期,水Ⅳ,選択,2
工学部,V2041000,フーリエ解析,2年・3年・4年,11,Ｇ１５１,後期,金Ⅲ,選択,2
工学部,V2041000,フーリエ解析,2年・3年・4年,21,Ｇ１５２,後期,金Ⅲ,選択,2
工学部,V2042000,物理学（波動）,2年・3年・4年,11,Ｇ２５１,前期,月Ⅰ,選択,2
工学部,V2042000,物理学（波動）,2年・3年・4年,21,Ｇ１５１,前期,月Ⅰ,選択,2
工学部,V2043000,電子情報工学概論,1年・2年・3年・4年,X1,Ｇ２１１０,前期,金Ⅲ,選択,2
工学部,V2044000,電磁界理論,2年・3年・4年,X1,ＥＲ２２２,後期,木Ⅱ,選択,2
工学部,V2045000,電気電子計測,2年・3年・4年,11,ＥＲ２２２,後期,火Ⅰ,選択,2
工学部,V2045000,電気電子計測,2年・3年・4年,21,ＥＲ３２２,後期,火Ⅱ,選択,2
工学部,V2046000,電気電子材料学１,2年・3年・4年,X1,ＥＲ２２２,後期,月Ⅳ,選択,2
工学部,V2047000,電気電子材料学２,3年・4年,X1,８－２０５,前期,木Ⅱ,選択,2
工学部,V2048000,電気機器設計・製図,4年,X1,ＥＲ３２２,前期,木Ⅲ・木Ⅳ,選択,2
工学部,V2049000,真空気体電子工学,3年・4年,X1,８－２０５,後期,月Ⅱ,選択,2
工学部,V2050000,オプトエレクトロニクス,3年・4年,X1,８－２０５,後期,火Ⅰ,選択,2
工学部,V2051000,計算機工学,3年・4年,X1,１－５０２,前期,金Ⅱ,選択,2
工学部,V2052000,組込システム,2年・3年・4年,11,ＥＲ３２２,後期,月Ⅲ,選択,2
工学部,V2052000,組込システム,2年・3年・4年,21,ＥＲ３２２,後期,月Ⅱ,選択,2
工学部,V2053000,ロボティクス,3年・4年,X1,８－２０５,後期,木Ⅱ,選択,2
工学部,V2053000,ロボティクス,3年・4年,Z9,８－２０５,後期,木Ⅱ,選択,2
工学部,V2054000,画像音響工学,3年・4年,X1,８－２０５,後期,火Ⅱ,選択,2
工学部,V2055000,情報伝送工学,3年・4年,X1,８－２０５,前期,木Ⅰ,選択,2
工学部,V2056000,電気実用英語,3年・4年,X1,Ｇ２１１０,後期,水Ⅲ,選択,2
工学部,V2057000,電気技術英語,3年・4年,X1,８－２０５,前期,月Ⅲ,選択,2
工学部,V2058000,電気電子工学基礎,1年・2年・3年・4年,11,８－２０３,前期,火Ⅱ,選択,2
工学部,V2058000,電気電子工学基礎,1年・2年・3年・4年,21,８－２０５,前期,火Ⅱ,選択,2
工学部,V2062000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
